,image_id,acevedo_label,fold,labels
7414,363c7c8d-f91f-4ecd-aadb-3e6bea4e6e6c,monocyte,train,MO
7417,d6417a36-7ec2-49b5-ada5-d41f64c33f55,eosinophil,train,EO
7418,59f5f3a8-55de-4c32-9de9-bb5fb7b1b229,monocyte,train,MO
7435,cd74a70e-1411-40a2-8908-8ec3a6313206,monocyte,train,MO
7441,b008fe84-1eae-4cb8-93f8-23388b1cd20d,eosinophil,train,EO
7445,4f61ca45-478d-4e76-bbb7-587035ae39a5,monocyte,train,MO
7448,6508677b-318e-46e1-8d3f-51640036cb29,monocyte,train,MO
7451,612699ac-c588-4cc7-a40c-306e2e0c2ebf,basophil,train,BA
7457,57623bb2-9015-462e-8191-29d65b42ae58,basophil,train,BA
7464,f264577b-7148-40ca-9ff6-900331a89d98,eosinophil,train,EO
7465,35a8fbc9-e727-4523-8d45-9a8d14cf5ba4,monocyte,train,MO
7466,bdd25dcc-8c63-4ab6-98aa-a56670bd73f1,eosinophil,train,EO
7467,6f90beaa-cd7a-4a5d-8259-5bc5f310266f,eosinophil,train,EO
7468,40ada607-16e3-4cad-bc3b-0ec2bf900895,eosinophil,train,EO
7471,76b11ba3-782e-4814-8473-3318e9fd66f4,basophil,train,BA
7480,259c9514-3d7a-4b91-9599-261bdf4e1b99,eosinophil,train,EO
7481,72b73b0a-ef3e-4dbc-a318-8a651392c879,basophil,train,BA
7482,dd53660b-ce6d-4af3-89ee-7692d5b2b4fe,eosinophil,train,EO
7484,1f8a3a8b-96d9-4fad-9555-adbc6079d9ce,basophil,train,BA
7486,5e53ee3e-15f9-4b7d-9f1b-d237f9cac4a3,basophil,train,BA
7487,2c7f3141-25d9-41cd-b475-4d8fcd487344,eosinophil,train,EO
7488,42619050-ea9b-4229-b8cb-c8600617b7c9,monocyte,train,MO
7489,75657d42-71d0-4266-91f6-de49e5357793,eosinophil,train,EO
7496,06f14125-13c4-49e8-ba8a-ccafd6cb9127,eosinophil,train,EO
7500,7920088c-42ff-4105-96cd-9b8f57f888ae,eosinophil,train,EO
7504,f53700e2-1041-4eea-a05a-0c0d8c9ab712,monocyte,train,MO
7505,b237ba72-9543-4a83-ae12-632acdcf556a,eosinophil,train,EO
7507,0269b436-bf32-4648-b76f-d0e0964f798b,eosinophil,train,EO
7510,8f4f5a5e-7b29-42a7-ba9f-0fd77f3c533b,monocyte,train,MO
7513,fd712d4d-f447-45a3-aae0-a63bb7eee03c,basophil,train,BA
7514,74da69a7-79a7-4d35-8f18-aca42b04b587,basophil,train,BA
7521,3a2d9c34-4702-437e-8c2a-df7130dc2a8a,eosinophil,train,EO
7522,90c09eb9-4cd9-4f0c-9c7e-52ccd5c90aeb,eosinophil,train,EO
7524,40ffcbad-d70d-4a7b-bd6b-acfeff4ae708,monocyte,train,MO
7527,577f100b-7c69-4207-bb63-facc0eef18e8,basophil,train,BA
7529,5d4716b2-927e-4b62-9924-ae6b7c9f5f1c,eosinophil,train,EO
7530,8b7522a1-6ca3-437c-b759-1f3f36a66dc2,monocyte,train,MO
7537,8dcaa243-14f8-4d57-8511-bca70b0b9739,eosinophil,train,EO
7539,2ac2e6a3-32ad-4a77-8f8e-c863f7b4cbe3,eosinophil,train,EO
7542,d174c5cd-a3ea-4d0d-9eaf-7a49939e5501,monocyte,train,MO
7543,5b3614f3-354e-4929-89fc-191d09eed23d,eosinophil,train,EO
7544,10f33d16-2e55-4d7b-9e21-6357dae0c97f,eosinophil,train,EO
7547,811be7d9-84c5-48af-8860-92e25aca060b,basophil,train,BA
7548,376a19c0-91f7-41b2-9c46-9a3f4b079569,eosinophil,train,EO
7550,11cce52d-aba6-4a27-b08d-6b935de3fe3e,eosinophil,train,EO
7553,0b82364f-60c9-428c-b414-449e9b033fc8,eosinophil,train,EO
7554,6de409c8-1217-4a97-a14c-2ca3c119bbdd,monocyte,train,MO
7559,c5cd4760-de6d-4ccc-94d9-e83a7a3cd69c,eosinophil,train,EO
7561,c9e68b15-0e2e-449f-92c4-d490074a8802,eosinophil,train,EO
7562,70af425c-94c0-4401-94e6-116d7de1994b,eosinophil,train,EO
7565,a9596057-bb3b-447b-942a-be13ad522f71,eosinophil,train,EO
7569,de5a56cb-273b-4a9f-98f9-65080ad0c7f3,eosinophil,train,EO
7570,15f9e80e-6ac5-41a2-be57-fb37db084e8a,basophil,train,BA
7579,7f4724eb-c562-4a5d-9597-a74283f50f11,monocyte,train,MO
7582,b69f43f3-6086-4a99-8fe7-29a032a2172c,basophil,train,BA
7583,8b900fef-7237-4d33-b1b7-d2447f3fda1d,monocyte,train,MO
7584,fcc67784-e307-4da0-b7a9-b80753c253c3,eosinophil,train,EO
7590,edd53d01-ad81-4f52-a92b-f3e2e320b7a7,eosinophil,train,EO
7592,8cf178f2-7e50-41fa-89f7-7afe3343b8db,eosinophil,train,EO
7595,37b1e58a-836e-4d67-b8fd-e3712f3121fe,basophil,train,BA
7596,d2b2e0bb-8994-439b-bad4-70dd1abb4e29,eosinophil,train,EO
7598,cb6f5962-2f68-458e-82cb-c3025b030247,eosinophil,train,EO
7603,0d65430f-60f5-4ec4-b368-ac32e9997175,eosinophil,train,EO
7606,55d2ff1f-4b77-4cf3-b32f-15a10432b4b5,basophil,train,BA
7607,ae7e8c8a-946b-4390-973e-ef61f2df5735,basophil,train,BA
7608,fe83e642-19b1-4226-8624-d2f6c8992204,monocyte,train,MO
7610,82be498e-b9cc-4774-bb44-98dafdcd25af,eosinophil,train,EO
7612,f975cd25-18df-4106-bcec-900120e4ce89,eosinophil,train,EO
7614,e050e66e-f196-4370-bf57-28393dfa726b,eosinophil,train,EO
7618,03f97df6-f829-46d8-af65-cf9af1a35e2b,basophil,train,BA
7628,73a625f8-278c-4c64-a1be-1b81a54f517b,monocyte,train,MO
7630,4703b3bb-6488-4fa7-ad99-34b63873d006,monocyte,train,MO
7633,3a796c13-3108-4d96-82f4-906f85e76d3c,monocyte,train,MO
7636,57bc0faa-3c30-4443-82f4-b6b648b1495e,eosinophil,train,EO
7638,fe692620-713f-4420-b7e9-b9da8f1bc058,eosinophil,train,EO
7643,576ac4f2-1a06-4580-ab2f-ace7edd93cc9,basophil,train,BA
7644,1c3c9206-73b8-4407-b01c-4ec066996715,eosinophil,train,EO
7647,2e2de97c-bff1-4b48-929c-2f6156c66006,eosinophil,train,EO
7648,1ccc8b0c-0c34-4d64-87e0-4afb754035c0,basophil,train,BA
7656,6d10fff0-72b1-48c1-80b7-24e64a8cd46d,eosinophil,train,EO
7657,d0fe6066-7eec-4324-8413-973d4bdfd4e9,basophil,train,BA
7659,f1b0ebf2-d8e2-44ed-a8a0-4ce1621feba0,basophil,train,BA
7673,34fd8c4f-c6f1-41e6-a2a6-93cca30c56c7,eosinophil,train,EO
7676,3c8f3f05-1681-40a9-9a16-81f01d2f9759,basophil,train,BA
7680,ce5c9290-d68f-43f6-b181-c98e92548067,eosinophil,train,EO
7683,3f3d6036-fa28-43af-a801-0ee20bb34460,eosinophil,train,EO
7685,5313632e-dd46-47a3-aa1f-0453dbea02ac,monocyte,train,MO
7686,93b97284-1367-4df0-91e3-55887e8843aa,eosinophil,train,EO
7688,e5ba0a6e-a23b-481f-8949-361bffc05046,eosinophil,train,EO
7692,bf4760d5-1cb2-453d-95f1-84b7f0003d15,monocyte,train,MO
7693,a0a4c28e-2735-4b67-8734-2be6878763a3,eosinophil,train,EO
7696,480b2c0d-423f-4317-9774-e4d807878892,eosinophil,train,EO
7701,f3c4e878-db65-4cf8-ac6d-e7122aeb5034,basophil,train,BA
7703,067efb76-7b2a-4f48-aab5-422dd279000d,eosinophil,train,EO
7708,9524cd68-d200-4052-9ab1-153310bc0754,monocyte,train,MO
7709,b8642655-173a-48a6-a081-79a027589d56,eosinophil,train,EO
7719,cc8b9efa-8f90-4a5e-a120-15a3740e88c6,eosinophil,train,EO
7736,cf257fe9-3422-407c-a388-705ffc664bb1,monocyte,train,MO
7737,86d88ae7-2241-4364-a28a-d27aaa118509,basophil,train,BA
7738,e42e9034-931c-4f6b-953d-848cd81f7a41,eosinophil,train,EO
7739,e98834a6-c610-4a38-b728-9023abe8546a,basophil,train,BA
7754,887edf9b-6e81-4862-85e9-8cbcd3a8ac8b,eosinophil,train,EO
7755,662f5851-f480-4e6b-a007-36d346b4236f,eosinophil,train,EO
7756,46b964dd-a03a-404d-b89c-f0bc4e63c0cc,monocyte,train,MO
7763,23a4ff16-e77e-4e09-a040-f9c574ae7fcd,basophil,train,BA
7766,2f4fcf81-2095-4760-a894-a3e45a25b5d9,basophil,train,BA
7767,8019034f-4e26-454b-8876-83934f935865,basophil,train,BA
7770,45307680-4701-43a1-84a1-0ec566cdb93f,monocyte,train,MO
7772,01d9d029-a475-49b6-b31b-817a5ad29147,eosinophil,train,EO
7773,4b074965-897c-4852-8db0-a09958af8956,eosinophil,train,EO
7774,4e8fccd1-d1ab-4578-af0c-64132bd2271e,eosinophil,train,EO
7778,6db18a49-9fe8-4f4f-a419-b45cc00c292c,eosinophil,train,EO
7783,a62f9beb-c97c-46f8-99f9-63e04bbb11d7,monocyte,train,MO
7784,59cb1514-d57e-4daf-b3db-525f17ecdd46,basophil,train,BA
7790,39f9aa0d-f821-455b-a9fc-c7110743577b,basophil,train,BA
7796,f23639f6-526d-47da-ace7-5979798035b3,monocyte,train,MO
7797,f51cefb7-0d84-47f9-80a4-99d02d56083c,eosinophil,train,EO
7798,dcfa45c9-b080-4715-9428-307967c9800b,basophil,train,BA
7799,dea1f545-ad27-4ef2-a43e-5a9f1291a37f,monocyte,train,MO
7808,5fab511b-9540-432a-a6e9-c55f7f348e5d,eosinophil,train,EO
7816,eecf2383-1257-4f06-9f53-f1fddc313af2,monocyte,train,MO
7817,1071aa15-b190-4196-957b-33409ab109f0,monocyte,train,MO
7818,ac8716ca-04b2-42d3-be0f-7d88c6aff5a6,monocyte,train,MO
7821,2af18df6-75c6-4583-be34-24769f201c41,basophil,train,BA
7826,0ba8e631-da91-403d-ab7e-65b2b5483f15,basophil,train,BA
7827,dd22028a-b7bb-4f00-af91-c2ca337d3fbf,eosinophil,train,EO
7830,d6463876-4e2b-4c9d-81a5-c866616d2522,basophil,train,BA
7837,5e6bee1d-d92c-4022-8a09-25d363e73d67,eosinophil,train,EO
7842,e37c0046-6b16-4fc4-aa3a-6c1302b9d664,monocyte,train,MO
7843,8038912d-4407-4e74-b632-11a6511ba065,monocyte,train,MO
7849,3f661686-4857-4cb2-8f95-cdef2d9b751a,eosinophil,train,EO
7852,150c0862-0dc6-43b1-9271-c22b1e6d3f01,eosinophil,train,EO
7853,ce3273e8-b1a8-48bd-b831-df518fb8813c,eosinophil,train,EO
7854,75a62cc7-13a1-4435-98c0-af96f4c8625a,monocyte,train,MO
7856,501ef8dd-b405-4a16-a042-b253b9de03a2,eosinophil,train,EO
7860,599c0685-9aab-44f4-8856-d5055d01dafd,eosinophil,train,EO
7865,bfc22ad3-3904-4f97-a986-be1d4b454c43,eosinophil,train,EO
7866,1b92dfe2-1087-4b10-a2f6-15472075fa15,eosinophil,train,EO
7873,464634a3-d236-48ba-ab1e-f0f6e4fff3f5,basophil,train,BA
7876,36c58859-d21d-4562-a5aa-8ce4639c5052,basophil,train,BA
7877,e36a458b-eb96-4997-a69e-7fd0f4092665,eosinophil,train,EO
7878,0f8463c3-a448-4f9f-a932-8ea34be4626f,monocyte,train,MO
7883,73866f1e-2344-4fdd-82f4-5f35fcf8fde9,eosinophil,train,EO
7888,35b51a03-ba02-4caf-92f4-055a07980ae0,monocyte,train,MO
7893,fb013553-79b5-4990-8f13-610204878fd9,basophil,train,BA
7894,a1737298-1b7f-43e2-9dcf-78ffc8064336,eosinophil,train,EO
7898,f19ea0a8-beee-40bf-84b6-2237146d79b7,eosinophil,train,EO
7907,30053357-fb3e-441f-843f-305220f4147a,eosinophil,train,EO
7912,44b16708-be58-4266-8cfa-be3532a16af0,monocyte,train,MO
7913,b784faeb-bfe0-40fd-b7c2-f96445277d85,monocyte,train,MO
7915,5d1147ab-0de9-4dbb-a3f2-c78e41341b8e,eosinophil,train,EO
7918,24103c66-e174-409c-9b9b-95a6d18278ca,basophil,train,BA
7919,5770a84f-c195-4096-b14a-f400511653a3,basophil,train,BA
7920,1cf68a48-b75b-4521-944d-99b892cbd8bf,eosinophil,train,EO
7921,9f2c8bdb-a84d-4a2a-b867-79101eee0f39,monocyte,train,MO
7923,7fe84f17-143a-4de0-8327-89e85975351b,basophil,train,BA
7930,75431c5c-5d34-4859-a464-5fb23f313db7,monocyte,train,MO
7931,6cc4298c-9422-4948-9932-7c6dd944a1eb,eosinophil,train,EO
7937,68620ad8-01b4-49ba-bb3a-bf88d465371b,eosinophil,train,EO
7938,e1cfdea5-9a74-40f1-90c6-86911f653711,eosinophil,train,EO
7939,97236ea3-89e7-4584-b07c-f67ae77ae500,monocyte,train,MO
7940,4e12d9c8-cc70-4f9f-b0ae-22dd849d9fa1,monocyte,train,MO
7942,b20f398e-852c-4059-b267-6c840e05b914,eosinophil,train,EO
7945,937472af-c064-4c4c-b147-82e72ab43d20,eosinophil,train,EO
7947,bf02663a-6eb3-4639-aaef-5c2b75c8faf9,eosinophil,train,EO
7952,6e4edf7b-5023-4bf0-9ae4-c91bee61730d,eosinophil,train,EO
7953,75acc240-6749-45cb-bcdc-6c978b16113d,eosinophil,train,EO
7955,dc9717c3-d68f-4b13-8b4c-879fac251b53,monocyte,train,MO
7957,fb9b6e8b-e47b-4aae-8f3c-2a145aa4e87f,monocyte,train,MO
7963,346665c8-c321-4282-9414-487ee4257558,eosinophil,train,EO
7965,22bf6bc6-0ed4-4985-9795-ea6071eee96b,eosinophil,train,EO
7967,714e3233-9f0f-493f-923c-b6cbe01524e1,eosinophil,train,EO
7968,42d45124-aafc-4c03-9871-655312d0a76e,eosinophil,train,EO
7969,0f75d578-104d-4ca4-8cc7-276ef7362a32,monocyte,train,MO
7973,6b0427b6-d7e6-4dc4-8834-41c1ff9a13da,monocyte,train,MO
7975,cc3fbc51-db9a-4062-b686-74a09f49b1a4,eosinophil,train,EO
7981,852828be-c868-4976-bf8b-65434356f699,eosinophil,train,EO
7988,1da2d934-ed97-4a50-87cc-db40ccef297c,monocyte,train,MO
7989,87979834-64de-443b-9bf7-4867311576fe,eosinophil,train,EO
7993,06e6237a-2d46-417d-9fe6-8bd68abfe95f,eosinophil,train,EO
7998,03010f35-3256-4b6e-ab37-ac18c23116bf,eosinophil,train,EO
8001,6f9f4cc7-b17a-4916-9151-159f3b58f772,eosinophil,train,EO
8009,28f3b4d5-d4d2-47b7-bff5-c07da29b5894,monocyte,train,MO
8012,2268a6b0-50b2-451d-b52e-37cbe8279142,eosinophil,train,EO
8013,3ceccbc7-e214-4fee-a5f9-c72a26dd934a,eosinophil,train,EO
8014,ec3a67a3-5809-4bf4-8de4-ab181d4b7d61,basophil,train,BA
8017,b4a6df51-7353-44f1-a99b-299074461416,eosinophil,train,EO
8018,9bbe1f13-41f3-4636-9338-4251043663da,eosinophil,train,EO
8021,1a65f2a8-d918-47c4-be5d-6d82ba2eadfa,basophil,train,BA
8022,757aa7e0-46b6-457d-8482-274bd59544d4,basophil,train,BA
8024,61f874d4-fbdd-4a1c-9814-a54d8eb4a7b6,eosinophil,train,EO
8026,d2d6e71f-45e2-4078-b9c2-f05aa2b768a3,basophil,train,BA
8031,5bcd1699-137a-4dd0-ac81-ec176a077872,basophil,train,BA
8032,0f028f0a-010c-49c2-b7ac-e8fa9710ea29,eosinophil,train,EO
8034,0e09d9c6-e0be-4473-87f6-a91d6b90f287,basophil,train,BA
8036,0e4d0fa7-2120-4029-81a5-515aa73a432d,monocyte,train,MO
8037,c88973d2-3b2c-45a6-933d-346ddf18403a,monocyte,train,MO
8038,f8e39e3c-e00a-43d9-ae2b-7538926ff5a1,basophil,train,BA
8039,5f3ee4ca-5bc6-47b9-9fc9-7603172d90b7,monocyte,train,MO
8042,8692efe6-8d5c-4396-beac-434b3f4a80b2,monocyte,train,MO
8044,058bd089-b7ec-4bc7-bcda-08a0ade4392c,basophil,train,BA
8045,a965d13f-1f3a-4200-ba06-4b1e036e1f4b,eosinophil,train,EO
8046,38e78c3b-8e69-4785-9ed3-f871d7baca6e,eosinophil,train,EO
8049,517f9b3a-90ed-4f42-8463-1fc09b46a2ec,basophil,train,BA
8054,da58daca-5a2c-4c10-a328-f5d58ccbbd04,basophil,train,BA
8058,9a10d00a-10bd-4f04-b53e-a31696586e3f,eosinophil,train,EO
8067,30201c89-1a1f-4340-83b1-07c9039253e0,basophil,train,BA
8072,04ae61d4-26f1-4f37-acb7-5407490bfcaf,eosinophil,train,EO
8073,52297a1b-4893-4a31-83d3-9d7f8a3c4dfc,eosinophil,train,EO
8076,bc0dad88-02d8-469a-8924-549f70e8daef,monocyte,train,MO
8077,2c1cd412-a047-4fa5-8ddb-b2275a4b65f6,eosinophil,train,EO
8083,26b6eae5-6f4e-40b0-a893-cec572118236,eosinophil,train,EO
8084,6dc4afb2-9a3e-4211-bbbc-332dbe114b07,eosinophil,train,EO
8085,4165143b-d634-411c-8967-244fd5a61e3f,basophil,train,BA
8086,00343c63-11a3-4e8d-91ee-d11da316e96b,eosinophil,train,EO
8087,e22884af-3995-4221-83b0-97f36560b566,eosinophil,train,EO
8089,66b61940-5974-469d-9eba-59a5d8537384,eosinophil,train,EO
8090,c2ea3f23-f392-4dc0-be6a-d1ac4c5ea7de,basophil,train,BA
8092,4fe97f0a-121b-45f5-9422-d9e05d587321,basophil,train,BA
8095,ae266d45-5df5-498f-b01d-7e663fc3eb11,monocyte,train,MO
8097,6fa29052-f992-4e1b-a3f1-618f68255345,basophil,train,BA
8100,4ef3ee38-3f72-4fef-b292-342b3c1e79c1,monocyte,train,MO
8101,1427ca4f-ded7-4b1b-82d9-b4a0c6238a9f,monocyte,train,MO
8103,7b5dc391-f01e-4622-9959-499e11936567,monocyte,train,MO
8104,5ead107e-6ed0-49eb-b487-a41ef7bc15a6,eosinophil,train,EO
8105,ddd16103-14c6-4fac-ad8e-fb5744e14575,monocyte,train,MO
8109,4574aa61-3686-4cd9-bebe-498dd3cf9dba,eosinophil,train,EO
8113,8133aa41-e74f-4cdb-9ca1-9b32c7a50c2e,basophil,train,BA
8114,31e6e123-fc59-48e9-a8f9-6f208c650af2,eosinophil,train,EO
8115,d2fb6fbe-ed2b-453c-9d71-9e8cb65a8a67,monocyte,train,MO
8116,9cc04de2-9401-41dc-80ce-24b1b522dd59,monocyte,train,MO
8117,3719502f-b106-4570-b0e5-99b8af33dacd,eosinophil,train,EO
8120,fe28db30-215b-4db0-bba1-9e3db616b419,monocyte,train,MO
8122,763985de-10bc-4910-af42-76ea50b89f71,eosinophil,train,EO
8123,44f688e2-aaf7-40cd-bc54-ccfe2463033e,eosinophil,train,EO
8126,b5686e5c-ab5a-44cb-9855-368aa101e971,monocyte,train,MO
8129,a3250cfb-683c-4741-bed9-26954d0a8ae1,eosinophil,train,EO
8130,662db97a-ae91-49af-927b-6f428c57cb0d,basophil,train,BA
8140,633e6c4d-178f-4b9c-b83a-0332eca18f17,basophil,train,BA
8143,4f85ae31-b2cc-4b29-9d0f-01cee90f8362,basophil,train,BA
8144,bcb5ab45-24b6-4f32-84df-3d3bafb6da9c,eosinophil,train,EO
8145,a7f7ce12-085f-4bc5-9c26-d1e8cc060cb9,eosinophil,train,EO
8147,3f6c9c37-5719-4ecd-802e-14aafa2ee288,monocyte,train,MO
8149,cb7fde44-c81c-4db9-af9a-f6a68be7e5f8,eosinophil,train,EO
8152,93913ffd-0006-4412-8b7c-e377d2146047,basophil,train,BA
8153,a7b1ac9b-eefd-483d-b210-0b471e5a5dd0,eosinophil,train,EO
8160,a8b74fda-c56c-41e2-b0e6-9dda349c705e,eosinophil,train,EO
8163,c4ca85ce-c756-4ec2-8249-22cafe13bc4e,basophil,train,BA
8166,21c829c1-15c4-4a2a-a510-de7cd29b9197,eosinophil,train,EO
8167,5b48eaaa-7e64-4858-815d-8eed135fbfbc,eosinophil,train,EO
8170,daf8396b-af44-401a-8c56-71705e4c4737,monocyte,train,MO
8175,482075f1-7981-4863-bdce-322c852890b3,monocyte,train,MO
8177,66baa102-2acf-443e-86ba-ae17bf18fa00,basophil,train,BA
8178,7a5df15a-243d-4166-b231-e4f4e06ac0ec,monocyte,train,MO
8179,b344eee5-edf3-4fda-a1fb-abefc875f893,eosinophil,train,EO
8180,c85a03cd-9f8e-4bbd-a091-fc75eaff167e,eosinophil,train,EO
8181,8f1fd421-97c8-4d41-bbe6-726235ad81fc,eosinophil,train,EO
8186,f6cd4ccc-0894-42de-9b7c-ed18fb9e8869,monocyte,train,MO
8188,d732ef0e-91df-4013-9ff0-dba9da578bb9,monocyte,train,MO
8189,f486eabf-a2d3-4d5d-9354-9d86aa670fb6,monocyte,train,MO
8190,6b567d91-66e8-4c15-bac1-79780b736246,eosinophil,train,EO
8191,8944c6c5-8d6c-4d72-b78b-68af763e7923,monocyte,train,MO
8192,6d418b10-d152-4494-a90b-2819f0067a67,eosinophil,train,EO
8193,d97a5ff5-503f-43ed-b059-acd707fa1f6d,monocyte,train,MO
8194,83cc21c9-cfad-4a3d-bad9-5706509e9a6a,eosinophil,train,EO
8196,5912b22e-fce2-4234-a406-124162e7d676,eosinophil,train,EO
8200,92849de6-4971-4e52-a169-0415ec4424f5,eosinophil,train,EO
8204,884a6c2e-5298-4860-a8f6-5ea8fbac6c30,monocyte,train,MO
8205,30b3a388-d832-4c1c-afec-878e5107ad13,eosinophil,train,EO
8206,b3b17843-96e6-40b8-af96-b43519f3f661,eosinophil,train,EO
8210,b856fcc3-ca9e-4071-92d0-e07edf88dad4,basophil,train,BA
8211,dd4eeff7-47f6-489e-ad69-a652875cd5a2,monocyte,train,MO
8214,3c9dc82b-482d-416c-8300-452886951deb,eosinophil,train,EO
8216,11eed0df-fdca-4f28-8647-1a3b7e4a048b,monocyte,train,MO
8220,fdbf8879-b656-4b7e-8618-264312be4d28,eosinophil,train,EO
8221,8c168cb2-6a17-4dfd-a6c7-b499c18cf62c,basophil,train,BA
8223,84c44602-6f2f-489b-abe6-d80dde847b83,eosinophil,train,EO
8226,d4392ec0-a813-4f28-a64a-d1028f7fb60f,monocyte,train,MO
8227,2cc8579f-b776-4d96-9379-f10e3b1b99d3,eosinophil,train,EO
8228,5926f625-e77e-405b-b353-e5d83df3cad9,monocyte,train,MO
8231,15eac371-d3ac-4b74-957f-76da223e900f,eosinophil,train,EO
8232,9cd76560-a7e7-40fc-870a-ca1da85d794f,basophil,train,BA
8233,be6c2a8c-ccb1-4cd4-95d3-a0935417b474,monocyte,train,MO
8234,9052c9bd-19ff-4280-b445-5fe299a5b110,eosinophil,train,EO
8235,61534003-2d1b-4e1c-847f-c784c05a2964,basophil,train,BA
8237,ea998dce-8a3c-41df-a3d6-4129454c66a5,eosinophil,train,EO
8240,0bfcfaca-9f49-4ffd-89c0-4ea3511dc816,eosinophil,train,EO
8243,2e0f8741-ca36-4714-9c76-d014d2235fc7,monocyte,train,MO
8249,481f390a-2caa-4664-b9d3-a418455e60e7,eosinophil,train,EO
8250,e99dfeda-1ad0-4270-a0a7-ae5a6d180546,monocyte,train,MO
8253,1c64a20c-b42e-47da-b7e3-92806952fd3d,eosinophil,train,EO
8254,34d68d4f-cbb6-452a-a4b2-9f9de9222cc8,basophil,train,BA
8259,4fb747e0-0049-4302-9fc4-60fcb8375df6,eosinophil,train,EO
8265,47627d6f-5b95-4382-909f-039e93bece03,monocyte,train,MO
8267,3c6de740-e127-47d0-82c4-4319546cf035,monocyte,train,MO
8269,00bf235d-6968-446c-8fa9-ca0e7abbe022,eosinophil,train,EO
8270,85e60fda-a7d9-4b27-9bdd-a10a322c82be,monocyte,train,MO
8271,b93c7c15-e90a-4fd4-8a2d-bc547647635e,eosinophil,train,EO
8274,e52c2364-6991-4fcf-aaf0-2fc5bc506f99,eosinophil,train,EO
8282,0e4d9fd6-e644-45a2-b656-54f282ae424e,eosinophil,train,EO
8285,23c68c1e-bb2d-400d-a9da-10f1098f0c50,basophil,train,BA
8287,5a897b35-957e-42e2-8414-af2c934b8d3d,basophil,train,BA
8288,c5468506-edd6-4549-846b-22a9562d1317,eosinophil,train,EO
8289,e58c1bcd-57ec-412c-ac06-00880fc170d3,basophil,train,BA
8293,e3624ad7-4a94-4faa-8054-e17f4e171755,eosinophil,train,EO
8297,b885a0d4-df94-4868-8f7a-bf9aba26c31e,eosinophil,train,EO
8299,579e7d97-1aef-4989-85d5-6f2b49e3dc1a,basophil,train,BA
8300,ead9d112-7c0e-41a7-b68a-588503067d9f,eosinophil,train,EO
8305,058b3a3f-19e9-44c9-9be1-77b5c629cda9,eosinophil,train,EO
8306,933f8713-8d56-453e-a118-1c9e00ee518e,basophil,train,BA
8309,8b131ab9-2d0e-4b6d-a67d-916aa7b3f0b2,eosinophil,train,EO
8310,245b5e89-903d-4da7-baa9-00aaf924f8b4,basophil,train,BA
8311,20befb64-b79f-4deb-a4f4-84edeb5e5d18,eosinophil,train,EO
8313,9cb06413-56f3-4065-ac45-4a0200109940,eosinophil,train,EO
8317,7dbcca39-429b-46f0-a77b-f39d7225ca9c,eosinophil,train,EO
8318,03520041-a856-4ef6-9e98-274276a5509f,eosinophil,train,EO
8322,0d7e5724-778a-40aa-bd21-88398ede08eb,eosinophil,train,EO
8325,53de41cd-d63d-4420-aa81-232dd5a2e7f7,monocyte,train,MO
8327,3cd92ec6-5719-4142-9ea8-13a2589401ce,eosinophil,train,EO
8330,b5b93784-2663-4642-82aa-477b8c81ef2c,eosinophil,train,EO
8333,de851dfd-a959-4138-bc3f-f1c43ecd90fe,monocyte,train,MO
8335,6ecabe67-bc8e-427c-bcf7-790bd293b853,basophil,train,BA
8336,68415716-67bf-462c-925e-83ea8ec0b26b,basophil,train,BA
8337,728d6fe6-0c84-48d9-a05f-2975520f9fb6,monocyte,train,MO
8338,a5d427d5-4045-4873-954b-aff89174e0f0,eosinophil,train,EO
8340,a0ae6a33-5849-43ee-8be6-6d5746915435,eosinophil,train,EO
8342,72c254b4-0005-45d6-9c81-4d9d68a8dc76,eosinophil,train,EO
8345,d4808346-5d78-4a5a-90c0-e565fcf7f160,eosinophil,train,EO
8350,5ad5aa95-34a4-48fe-8e8f-d51534af083f,eosinophil,train,EO
8355,2cf9cd52-1f2c-4fff-be05-8941bccce4e0,eosinophil,train,EO
8357,c8aa599a-429a-478e-ba72-08461828e898,eosinophil,train,EO
8359,9b506965-00ff-4144-9ed5-087bd910e975,basophil,train,BA
8363,e963437a-75b9-423f-915b-f646a1de137d,basophil,train,BA
8368,99fcd65a-e482-4342-9084-5e3f62f3b83e,basophil,train,BA
8371,eaaf05d9-e08d-42b2-841b-1a2361d62acf,eosinophil,train,EO
8380,352865ca-d4f4-4216-b145-515e9e041bb5,eosinophil,train,EO
8381,5f3fd65f-79b4-484f-b485-8964abbd6788,monocyte,train,MO
8385,05d84735-50d7-45ed-bd27-aca9c7d3a738,eosinophil,train,EO
8391,190167a1-c67a-46bf-a7ae-8bc08a8234bd,basophil,train,BA
8392,67e23acc-6a68-4f27-8787-8f7c04b19a00,eosinophil,train,EO
8393,56a9210a-add5-42c4-8828-0ea50fa152b6,eosinophil,train,EO
8394,09cad1fc-86c0-44f1-8f11-e10349f0cf80,eosinophil,train,EO
8395,5710b63c-e953-4734-ae74-3e0c805941c9,basophil,train,BA
8396,28c3e8fb-dcf3-4abd-b4bd-4f839133597c,eosinophil,train,EO
8399,a2630d74-c4d7-46fe-a1b8-f32ce280456e,eosinophil,train,EO
8400,eec94969-5cf9-43bb-96dc-59355904fd23,monocyte,train,MO
8401,6b8dce9b-7a1a-4c46-bf25-0a3be0eacffe,basophil,train,BA
